0.00251	0.00416
0.00254	0.00420
0.00256	0.00424
0.00258	0.00428
0.00261	0.00432
0.00263	0.00436
0.00266	0.00440
0.00268	0.00444
0.00271	0.00448
0.00273	0.00452
0.00276	0.00456
0.00278	0.00461
0.00281	0.00465
0.00283	0.00469
0.00286	0.00474
0.00289	0.00478
0.00291	0.00482
0.00294	0.00487
0.00297	0.00491
0.00300	0.00496
0.00302	0.00500
0.00305	0.00505
0.00308	0.00510
0.00311	0.00514
0.00314	0.00519
0.00317	0.00524
0.00320	0.00529
0.00322	0.00534
0.00325	0.00538
0.00328	0.00543
0.00332	0.00548
0.00335	0.00554
0.00338	0.00559
0.00341	0.00564
0.00344	0.00569
0.00347	0.00574
0.00350	0.00580
0.00354	0.00585
0.00357	0.00590
0.00360	0.00596
0.00364	0.00601
0.00367	0.00607
0.00370	0.00612
0.00374	0.00618
0.00377	0.00624
0.00381	0.00629
0.00384	0.00635
0.00388	0.00641
0.00391	0.00647
0.00395	0.00653
0.00399	0.00659
0.00402	0.00665
0.00406	0.00671
0.00410	0.00677
0.00414	0.00684
0.00417	0.00690
0.00421	0.00696
0.00425	0.00703
0.00429	0.00709
0.00433	0.00716
0.00437	0.00722
0.00441	0.00729
0.00445	0.00736
0.00449	0.00742
0.00454	0.00749
0.00458	0.00756
0.00462	0.00763
0.00466	0.00770
0.00471	0.00777
0.00475	0.00784
0.00479	0.00792
0.00484	0.00799
0.00488	0.00806
0.00493	0.00814
0.00497	0.00821
0.00502	0.00829
0.00507	0.00836
0.00511	0.00844
0.00516	0.00852
0.00521	0.00860
0.00526	0.00868
0.00531	0.00876
0.00535	0.00884
0.00540	0.00892
0.00545	0.00900
0.00550	0.00908
0.00556	0.00917
0.00561	0.00925
0.00566	0.00934
0.00571	0.00942
0.00576	0.00951
0.00582	0.00960
0.00587	0.00968
0.00593	0.00977
0.00598	0.00986
0.00604	0.00995
0.00609	0.01005
0.00615	0.01014
0.00621	0.01023
0.00626	0.01032
0.00632	0.01042
0.00638	0.01052
0.00644	0.01061
0.00650	0.01071
0.00656	0.01081
0.00662	0.01091
0.00668	0.01101
0.00674	0.01111
0.00681	0.01121
0.00687	0.01131
0.00693	0.01142
0.00700	0.01152
0.00706	0.01163
0.00713	0.01173
0.00719	0.01184
0.00726	0.01195
0.00733	0.01206
0.00739	0.01217
0.00746	0.01228
0.00753	0.01240
0.00760	0.01251
0.00767	0.01262
0.00774	0.01274
0.00781	0.01286
0.00789	0.01298
0.00796	0.01309
0.00803	0.01321
0.00811	0.01334
0.00818	0.01346
0.00826	0.01358
0.00834	0.01371
0.00841	0.01383
0.00849	0.01396
0.00857	0.01409
0.00865	0.01422
0.00873	0.01435
0.00881	0.01448
0.00889	0.01461
0.00897	0.01474
0.00906	0.01488
0.00914	0.01502
0.00922	0.01515
0.00931	0.01529
0.00940	0.01543
0.00948	0.01557
0.00957	0.01572
0.00966	0.01586
0.00975	0.01600
0.00984	0.01615
0.00993	0.01630
0.01002	0.01645
0.01012	0.01660
0.01021	0.01675
0.01030	0.01690
0.01040	0.01706
0.01050	0.01721
0.01059	0.01737
0.01069	0.01753
0.01079	0.01769
0.01089	0.01785
0.01099	0.01802
0.01109	0.01818
0.01120	0.01835
0.01130	0.01851
0.01140	0.01868
0.01151	0.01885
0.01162	0.01903
0.01172	0.01920
0.01183	0.01937
0.01194	0.01955
0.01205	0.01973
0.01216	0.01991
0.01228	0.02009
0.01239	0.02027
0.01251	0.02046
0.01262	0.02065
0.01274	0.02083
0.01286	0.02102
0.01298	0.02122
0.01310	0.02141
0.01322	0.02160
0.01334	0.02180
0.01346	0.02200
0.01359	0.02220
0.01371	0.02240
0.01384	0.02261
0.01397	0.02281
0.01410	0.02302
0.01423	0.02323
0.01436	0.02344
0.01449	0.02366
0.01463	0.02387
0.01476	0.02409
0.01490	0.02431
0.01504	0.02453
0.01518	0.02475
0.01532	0.02498
0.01546	0.02520
0.01560	0.02543
0.01575	0.02566
0.01589	0.02590
0.01604	0.02613
0.01619	0.02637
0.01634	0.02661
0.01649	0.02685
0.01664	0.02709
0.01680	0.02734
0.01695	0.02759
0.01711	0.02784
0.01727	0.02809
0.01743	0.02834
0.01759	0.02860
0.01775	0.02886
0.01792	0.02912
0.01808	0.02939
0.01825	0.02965
0.01842	0.02992
0.01859	0.03019
0.01876	0.03047
0.01894	0.03074
0.01911	0.03102
0.01929	0.03130
0.01947	0.03158
0.01965	0.03187
0.01983	0.03216
0.02001	0.03245
0.02020	0.03274
0.02038	0.03304
0.02057	0.03333
0.02076	0.03364
0.02096	0.03394
0.02115	0.03425
0.02135	0.03456
0.02154	0.03487
0.02174	0.03518
0.02195	0.03550
0.02215	0.03582
0.02235	0.03614
0.02256	0.03647
0.02277	0.03680
0.02298	0.03713
0.02319	0.03746
0.02341	0.03780
0.02363	0.03814
0.02384	0.03848
0.02406	0.03883
0.02429	0.03918
0.02451	0.03953
0.02474	0.03989
0.02497	0.04024
0.02520	0.04061
0.02543	0.04097
0.02567	0.04134
0.02591	0.04171
0.02615	0.04208
0.02639	0.04246
0.02663	0.04284
0.02688	0.04323
0.02713	0.04361
0.02738	0.04400
0.02763	0.04440
0.02789	0.04479
0.02815	0.04520
0.02841	0.04560
0.02867	0.04601
0.02894	0.04642
0.02921	0.04683
0.02948	0.04725
0.02975	0.04768
0.03002	0.04810
0.03030	0.04853
0.03058	0.04896
0.03087	0.04940
0.03115	0.04984
0.03144	0.05029
0.03173	0.05073
0.03203	0.05119
0.03232	0.05164
0.03262	0.05210
0.03292	0.05256
0.03323	0.05303
0.03354	0.05350
0.03385	0.05398
0.03416	0.05446
0.03448	0.05494
0.03480	0.05543
0.03512	0.05592
0.03544	0.05642
0.03577	0.05692
0.03610	0.05742
0.03644	0.05793
0.03678	0.05845
0.03712	0.05896
0.03746	0.05948
0.03781	0.06001
0.03816	0.06054
0.03851	0.06108
0.03887	0.06162
0.03923	0.06216
0.03959	0.06271
0.03996	0.06326
0.04033	0.06382
0.04070	0.06438
0.04108	0.06495
0.04146	0.06552
0.04184	0.06610
0.04223	0.06668
0.04262	0.06727
0.04302	0.06786
0.04341	0.06846
0.04382	0.06906
0.04422	0.06966
0.04463	0.07027
0.04505	0.07089
0.04546	0.07151
0.04588	0.07214
0.04631	0.07277
0.04674	0.07341
0.04717	0.07405
0.04761	0.07470
0.04805	0.07535
0.04849	0.07601
0.04894	0.07667
0.04940	0.07734
0.04985	0.07801
0.05032	0.07869
0.05078	0.07938
0.05125	0.08007
0.05173	0.08077
0.05221	0.08147
0.05269	0.08218
0.05318	0.08289
0.05367	0.08361
0.05417	0.08433
0.05467	0.08507
0.05517	0.08580
0.05569	0.08654
0.05620	0.08729
0.05672	0.08805
0.05725	0.08881
0.05778	0.08958
0.05831	0.09035
0.05885	0.09113
0.05940	0.09191
0.05995	0.09271
0.06050	0.09350
0.06106	0.09431
0.06163	0.09512
0.06220	0.09594
0.06278	0.09676
0.06336	0.09759
0.06394	0.09843
0.06454	0.09927
0.06513	0.10012
0.06574	0.10097
0.06635	0.10184
0.06696	0.10271
0.06758	0.10358
0.06821	0.10447
0.06884	0.10536
0.06948	0.10625
0.07012	0.10716
0.07077	0.10807
0.07143	0.10899
0.07209	0.10991
0.07275	0.11084
0.07343	0.11178
0.07411	0.11273
0.07480	0.11368
0.07549	0.11464
0.07619	0.11561
0.07689	0.11659
0.07761	0.11757
0.07832	0.11856
0.07905	0.11956
0.07978	0.12057
0.08052	0.12158
0.08127	0.12260
0.08202	0.12363
0.08278	0.12466
0.08355	0.12571
0.08432	0.12676
0.08510	0.12782
0.08589	0.12888
0.08668	0.12996
0.08749	0.13104
0.08830	0.13213
0.08911	0.13323
0.08994	0.13434
0.09077	0.13545
0.09161	0.13657
0.09246	0.13771
0.09332	0.13884
0.09418	0.13999
0.09506	0.14115
0.09594	0.14231
0.09682	0.14348
0.09772	0.14467
0.09863	0.14585
0.09954	0.14705
0.10046	0.14826
0.10139	0.14947
0.10233	0.15070
0.10328	0.15193
0.10424	0.15317
0.10520	0.15442
0.10618	0.15567
0.10716	0.15694
0.10815	0.15822
0.10915	0.15950
0.11016	0.16079
0.11118	0.16210
0.11221	0.16341
0.11325	0.16473
0.11430	0.16605
0.11536	0.16739
0.11643	0.16874
0.11751	0.17010
0.11860	0.17146
0.11970	0.17283
0.12080	0.17422
0.12192	0.17561
0.12305	0.17701
0.12419	0.17842
0.12534	0.17984
0.12650	0.18127
0.12768	0.18271
0.12886	0.18416
0.13005	0.18562
0.13126	0.18708
0.13247	0.18856
0.13370	0.19004
0.13494	0.19154
0.13619	0.19304
0.13745	0.19456
0.13872	0.19608
0.14001	0.19762
0.14130	0.19916
0.14261	0.20071
0.14393	0.20227
0.14527	0.20384
0.14661	0.20543
0.14797	0.20702
0.14934	0.20862
0.15072	0.21023
0.15212	0.21185
0.15353	0.21348
0.15495	0.21512
0.15638	0.21676
0.15783	0.21842
0.15930	0.22009
0.16077	0.22177
0.16226	0.22346
0.16376	0.22516
0.16528	0.22686
0.16681	0.22858
0.16836	0.23031
0.16991	0.23205
0.17149	0.23379
0.17308	0.23555
0.17468	0.23731
0.17630	0.23909
0.17793	0.24088
0.17958	0.24267
0.18124	0.24448
0.18292	0.24629
0.18461	0.24812
0.18632	0.24995
0.18805	0.25179
0.18979	0.25365
0.19155	0.25551
0.19332	0.25738
0.19511	0.25927
0.19692	0.26116
0.19875	0.26306
0.20059	0.26497
0.20244	0.26689
0.20432	0.26882
0.20621	0.27076
0.20812	0.27271
0.21005	0.27467
0.21200	0.27664
0.21396	0.27862
0.21594	0.28060
0.21794	0.28260
0.21996	0.28460
0.22200	0.28662
0.22405	0.28864
0.22613	0.29068
0.22822	0.29272
0.23034	0.29477
0.23247	0.29683
0.23462	0.29890
0.23680	0.30098
0.23899	0.30306
0.24120	0.30516
0.24344	0.30726
0.24569	0.30937
0.24797	0.31150
0.25026	0.31363
0.25258	0.31576
0.25492	0.31791
0.25728	0.32007
0.25967	0.32223
0.26207	0.32440
0.26450	0.32658
0.26695	0.32877
0.26942	0.33096
0.27192	0.33317
0.27443	0.33538
0.27698	0.33760
0.27954	0.33982
0.28213	0.34206
0.28474	0.34430
0.28738	0.34655
0.29004	0.34880
0.29273	0.35107
0.29544	0.35334
0.29818	0.35562
0.30094	0.35790
0.30373	0.36019
0.30654	0.36249
0.30938	0.36479
0.31224	0.36710
0.31514	0.36942
0.31806	0.37174
0.32100	0.37407
0.32397	0.37640
0.32697	0.37874
0.33000	0.38109
0.33306	0.38344
0.33614	0.38580
0.33926	0.38816
0.34240	0.39053
0.34557	0.39290
0.34877	0.39527
0.35200	0.39766
0.35526	0.40004
0.35855	0.40243
0.36187	0.40483
0.36523	0.40722
0.36861	0.40963
0.37202	0.41203
0.37547	0.41444
0.37895	0.41685
0.38246	0.41927
0.38600	0.42169
0.38957	0.42411
0.39318	0.42654
0.39682	0.42896
0.40050	0.43139
0.40421	0.43382
0.40795	0.43626
0.41173	0.43869
0.41555	0.44113
0.41939	0.44357
0.42328	0.44601
0.42720	0.44845
0.43116	0.45089
0.43515	0.45333
0.43918	0.45577
0.44325	0.45822
0.44735	0.46066
0.45150	0.46310
0.45568	0.46554
0.45990	0.46798
0.46416	0.47042
0.46846	0.47286
0.47280	0.47530
0.47718	0.47773
0.48160	0.48017
0.48606	0.48260
0.49056	0.48503
0.49510	0.48745
0.49969	0.48988
0.50432	0.49230
0.50899	0.49472
0.51370	0.49713
0.51846	0.49954
0.52326	0.50195
0.52811	0.50435
0.53300	0.50675
0.53794	0.50914
0.54292	0.51153
0.54795	0.51391
0.55302	0.51629
0.55814	0.51866
0.56331	0.52102
0.56853	0.52338
0.57380	0.52573
